price,brand,model,year,mileage,color,state
4700,ford,door,2013,118593,white,texas
11100,ford,door,2014,143704,blue,texas
22000,ford,door,2015,53507,white,colorado
14000,ford,door,2013,48408,black,colorado
9200,ford,door,2013,109672,white,texas
23300,ford,edge,2019,28549,silver,minnesota
21700,ford,door,2012,114500,green,texas
11200,ford,door,2012,67140,blue,texas
11300,ford,escape,2018,42168,gray,north carolina
4200,ford,cutaway,2015,80032,color:,illinois
10900,ford,focus,2018,52240,green,north carolina
42300,ford,max,2019,34874,gray,florida
10500,ford,door,2014,119689,white,idaho
43400,ford,max,2019,37355,gray,florida
12500,ford,door,2016,100947,white,idaho
15900,ford,escape,2019,26040,white,minnesota
42500,ford,max,2019,36638,white,florida
15000,ford,door,2015,137004,white,texas
24700,ford,edge,2019,31794,blue,florida
15500,ford,door,2015,131106,white,texas
49000,ford,expedition,2019,22013,white,minnesota
29000,ford,door,2017,42291,black,tennessee
16800,ford,escape,2019,13155,white,florida
51000,ford,max,2019,24869,red,minnesota
16500,ford,escape,2019,18454,white,florida
10000,ford,d,2016,16694,white,texas
27900,ford,explorer,2019,28922,gray,florida
23700,ford,edge,2019,23534,gray,florida
20000,ford,dr,2012,24581,color:,california
45600,ford,max,2019,35646,gray,florida
6000,ford,cab,2012,129873,white,virginia
15600,ford,escape,2019,28669,black,florida
25000,ford,explorer,2017,32454,red,michigan
28500,ford,explorer,2019,21800,black,florida
8000,ford,cutaway,2014,231769,yellow,florida
19990,ford,doors,2016,23796,black,connecticut
34400,ford,max,2019,42506,gray,florida
30999,ford,doors,2016,6249,shadow black,connecticut
41000,ford,expedition,2019,47496,black,florida
27999,ford,doors,2016,10700,gray,massachusetts
42000,ford,expedition,2019,39604,black,florida
8000,ford,cutaway,2013,250831,color:,new jersey
29795,ford,doors,2016,7275,triple yellow tri-coat,connecticut
24700,ford,edge,2019,8806,black,florida
13995,ford,doors,2016,105115,gray,new jersey
2900,ford,door,2015,57340,silver,florida
35400,ford,max,2019,36167,white,florida
24549,ford,doors,2016,44941,shadow black,new york
8900,ford,door,2014,53102,silver,florida
15800,ford,escape,2019,26637,black,florida
18500,ford,doors,2016,45814,black,new york
32000,ford,f-150,2019,17310,red,minnesota
28300,ford,explorer,2019,24116,gray,florida
10500,ford,d,2019,14128,blue,florida
24970,ford,doors,2016,49882,green,new york
13800,ford,fusion,2019,38964,blue,minnesota
2580,ford,door,2012,102705,white,florida
59975,ford,f-150,2019,71,white,florida
2500,ford,door,2012,98620,white,indiana
28990,ford,doors,2016,15825,triple yellow tri-coat,massachusetts
50000,ford,max,2019,29499,blue,minnesota
33800,ford,door,2014,100255,white,kentucky
59975,ford,f-150,2019,174,black,florida
2500,ford,door,2013,167552,gray,minnesota
46999,ford,doors,2016,16956,magnetic metallic,new jersey
16700,ford,fusion,2019,36896,black,minnesota
34700,ford,door,2013,77281,white,kentucky
28900,ford,f-150,2019,24795,black,florida
30800,ford,doors,2016,16771,ruby red metallic tinted clearcoat,new jersey
27100,ford,f-150,2019,28692,silver,minnesota
13388,ford,door,2012,113821,black,louisiana
26000,ford,f-150,2019,19793,blue,florida
17900,ford,doors,2016,27940,shadow black,massachusetts
23400,ford,flex,2019,24987,black,minnesota
29800,ford,mustang,2016,18367,blue,illinois
23700,ford,flex,2019,14109,gray,florida
1725,ford,door,2012,158781,black,illinois
33995,ford,doors,2016,27369,black,new jersey
23500,ford,flex,2019,30208,white,minnesota
32500,ford,explorer,2019,24024,black,florida
2500,ford,door,2016,64999,blue,mississippi
39000,ford,f-150,2019,8404,black,minnesota
11000,ford,focus,2018,8884,gray,massachusetts
32500,ford,explorer,2019,24126,black,florida
800,ford,door,2012,129659,black,mississippi
26900,ford,f-150,2019,31713,black,minnesota
11200,ford,edge,2016,109996,gray,new york
21000,ford,doors,2018,6821,red,new york
32000,ford,f-150,2019,17867,red,minnesota
7300,ford,door,2016,110253,black,connecticut
12800,ford,escape,2018,39364,black,missouri
24190,ford,doors,2018,4018,blue,massachusetts
29100,ford,f-150,2019,21054,red,minnesota
29000,ford,door,2017,48309,red,massachusetts
17300,ford,door,2016,68666,black,new york
19888,ford,doors,2018,34071,ingot silver metallic,new jersey
31000,ford,f-150,2019,13600,white,minnesota
37200,ford,door,2017,44956,black,massachusetts
8600,ford,door,2016,72607,silver,new jersey
24857,ford,doors,2018,33815,shadow black,massachusetts
23500,ford,flex,2019,31491,gray,minnesota
26100,ford,f-150,2018,32149,white,mississippi
10800,ford,hybrid,2016,26654,blue,new york
20995,ford,doors,2018,36637,white,new york
29300,ford,f-150,2019,17000,white,minnesota
33100,ford,f-150,2018,15960,gray,mississippi
13800,ford,door,2016,40774,gray,new jersey
19498,ford,doors,2018,40338,black,new york
14900,ford,fusion,2019,40505,gray,minnesota
8700,ford,door,2016,30735,black,massachusetts
20600,ford,mustang,2019,33965,gray,florida
5000,ford,door,2018,7339,white,oklahoma
19995,ford,doors,2018,42470,white,new york
14900,ford,fusion,2019,40670,silver,minnesota
19500,ford,door,2016,41233,black,massachusetts
24500,ford,wagon,2019,13162,white,florida
15000,ford,fusion,2018,38744,white,california
26985,ford,doors,2018,14023,black,new york
31000,ford,f-150,2019,9741,white,minnesota
24300,ford,explorer,2017,31017,silver,mississippi
16800,ford,fusion,2019,37786,gray,florida
17200,ford,mustang,2018,32415,white,california
34995,ford,doors,2018,10421,ruby red,new york
24300,ford,wagon,2019,29305,white,minnesota
26400,ford,explorer,2017,51309,white,mississippi
16800,ford,fusion,2019,38001,black,florida
15500,ford,escape,2018,18849,black,california
19440,ford,doors,2018,43269,silver,new york
16700,ford,fusion,2019,36989,silver,minnesota
29000,ford,door,2017,29320,blue,alabama
16100,ford,hybrid,2019,34244,white,florida
17200,ford,mustang,2018,32938,white,california
20950,ford,doors,2018,40793,black,new hampshire
46200,ford,door,2017,94741,no_color,alabama
29400,ford,mustang,2019,25011,white,florida
2825,ford,door,2014,363810,white,montana
32999,ford,doors,2018,6881,shadow black,new jersey
6600,ford,door,2014,80423,orange,new jersey
50200,ford,door,2017,92405,white,alabama
28300,ford,ranger,2019,15436,white,florida
12000,ford,door,2017,104665,white,california
32999,ford,doors,2018,16194,royal crimson metallic tinted clearcoat,new jersey
12600,ford,door,2014,48188,black,new jersey
5200,ford,focus,2017,65164,red,alabama
20500,ford,mustang,2019,35930,black,florida
1200,ford,door,2012,167376,red,virginia
35999,ford,doors,2018,13674,kona blue metallic,new jersey
41000,ford,srw,2019,9235,silver,minnesota
33100,ford,door,2017,103002,red,mississippi
23500,ford,ranger,2019,12836,blue,florida
18799,ford,doors,2015,137728,red,connecticut
33999,ford,doors,2018,6921,magnetic metallic,new jersey
35000,ford,srw,2019,14359,white,minnesota
26100,ford,wagon,2017,58118,white,mississippi
15400,ford,fusion,2019,31124,white,florida
25998,ford,doors,2015,25734,color:,new york
31831,ford,doors,2018,14059,black,new jersey
40400,ford,srw,2019,13472,black,minnesota
15400,ford,door,2013,123983,silver,connecticut
13500,ford,hybrid,2019,35023,gray,florida
25995,ford,doors,2015,39509,white,new hampshire
27990,ford,doors,2018,4512,ingot silver metallic,new york
23985,ford,doors,2015,51884,white,new jersey
27995,ford,doors,2018,4181,gray,pennsylvania
13995,ford,doors,2015,56703,oxford white,new york
29988,ford,doors,2018,4712,ingot silver metallic,pennsylvania
12995,ford,doors,2015,102800,blue,new jersey
21687,ford,doors,2018,7109,lightning blue,pennsylvania
25200,ford,door,2016,100943,white,alabama
29590,ford,doors,2015,3915,green,new york
28999,ford,doors,2018,15550,ingot silver,pennsylvania
13942,ford,doors,2015,62542,magnetic metallic,new jersey
15300,ford,taurus,2018,38370,silver,utah
35400,ford,ranger,2020,671,blue,ohio
32700,ford,door,2016,61477,silver,alabama
13995,ford,doors,2015,73891,silver,new york
1850,ford,door,2014,168805,black,michigan
15800,ford,door,2012,82564,gold,florida
36000,ford,door,2016,85649,black,mississippi
15495,ford,doors,2015,48374,white,new york
21500,ford,door,2012,11990,red,florida
7200,ford,door,2016,64111,black,alabama
17589,ford,doors,2015,28771,red,new jersey
31700,ford,door,2015,126708,white,alabama
31790,ford,doors,2015,27165,orange,new york
18100,ford,van,2015,106546,white,mississippi
14495,ford,doors,2015,54778,white,new jersey
15000,ford,fusion,2020,11729,white,illinois
26400,ford,door,2015,85197,black,mississippi
27990,ford,doors,2015,19130,red,massachusetts
19700,ford,expedition,2015,72369,white,mississippi
15300,ford,doors,2015,59646,silver,massachusetts
22000,ford,door,2014,68418,black,mississippi
23999,ford,doors,2015,8400,black,new jersey
16488,ford,doors,2015,45084,gray,new york
12784,ford,doors,2015,67037,gray,new jersey
23400,ford,doors,2015,64135,black,new jersey
9705,ford,door,2017,72377,black,arkansas
25999,ford,doors,2015,39367,oxford white,new jersey
34977,ford,doors,2015,46540,black,pennsylvania
19000,ford,doors,2015,40677,ingot silver metallic,new jersey
15995,ford,doors,2015,69438,black,new york
13487,ford,doors,2015,96246,gray,new york
18707,ford,doors,2015,69719,white,connecticut
15290,ford,doors,2015,75933,white platinum tri-coat metallic,new york
15600,ford,doors,2015,54325,black,new york
47000,ford,expedition,2019,24902,black,illinois
16080,ford,doors,2015,31793,blue,connecticut
50000,ford,max,2019,16505,white,illinois
15268,ford,doors,2015,74361,black,new york
47500,ford,max,2019,27868,black,illinois
18497,ford,doors,2015,34011,black,massachusetts
10000,ford,escape,2019,19993,silver,illinois
19995,ford,suv,2015,48115,red,pennsylvania
49000,ford,max,2019,22543,white,illinois
17150,ford,doors,2015,67091,black,new jersey
45000,ford,expedition,2019,28790,black,illinois
14295,ford,doors,2015,59391,guard,new jersey
49000,ford,max,2019,18449,black,illinois
16190,ford,doors,2015,71824,magnetic metallic,new york
49000,ford,expedition,2019,19304,black,illinois
17899,ford,doors,2015,39159,magnetic metallic,new york
26000,ford,flex,2019,18708,black,illinois
14000,ford,doors,2015,79430,magnetic metallic,new jersey
15500,ford,flex,2019,12393,gray,illinois
16888,ford,doors,2015,56329,black,new york
28000,ford,f-150,2019,12155,silver,illinois
8305,ford,door,2014,63291,blue,arkansas
21822,ford,doors,2015,36041,white platinum tri-coat metallic,new jersey
15500,ford,mustang,2019,25810,red,illinois
12500,ford,door,2015,130388,blue,arkansas
15995,ford,doors,2015,23878,blue,new york
16000,ford,transit,2019,15460,white,illinois
38200,ford,max,2018,46710,white,north carolina
12995,ford,doors,2015,65342,black,new york
14488,ford,doors,2015,64061,tuxedo black metallic,massachusetts
17500,ford,door,2016,93164,white,florida
21995,ford,doors,2015,35629,blue,massachusetts
8500,ford,connect,2015,118483,white,florida
16593,ford,doors,2015,71573,tuxedo black metallic,massachusetts
13000,ford,door,2017,33660,black,illinois
14247,ford,doors,2015,61168,blue,pennsylvania
23500,ford,door,2017,42241,gray,illinois
16999,ford,doors,2015,21004,oxford white,pennsylvania
25000,ford,door,2017,45003,red,illinois
20159,ford,doors,2015,45278,oxford white,new jersey
31000,ford,door,2017,1,black,illinois
22500,ford,edge,2018,24747,gray,colorado
29500,ford,door,2017,48707,black,illinois
59900,ford,max,2020,2162,no_color,ohio
24000,ford,f-150,2017,50874,black,illinois
20500,ford,f-150,2017,70727,black,illinois
27200,ford,explorer,2019,29382,gray,north carolina
24900,ford,f-150,2018,33194,white,virginia
24500,ford,door,2017,52084,white,illinois
34000,ford,expedition,2018,51122,black,virginia
28000,ford,door,2017,40286,white,illinois
27000,ford,f-150,2017,55420,black,illinois
34000,ford,wagon,2018,10282,black,virginia
42500,ford,door,2017,85278,white,illinois
33000,ford,explorer,2018,7258,black,pennsylvania
10200,ford,escape,2018,93350,black,pennsylvania
25600,ford,explorer,2019,37166,gray,north carolina
16300,ford,f-150,2018,69480,white,texas
26500,ford,door,2016,34679,white,illinois
36500,ford,f-150,2018,24151,red,pennsylvania
25900,ford,explorer,2019,32796,white,north carolina
22500,ford,door,2016,67979,black,illinois
29000,ford,f-150,2018,18690,white,pennsylvania
825,ford,door,2012,78072,white,pennsylvania
10500,ford,door,2016,54251,red,illinois
32000,ford,f-150,2018,32262,white,pennsylvania
27700,ford,f-650,2015,92358,white,texas
4000,ford,door,2015,90740,red,illinois
38800,ford,f-150,2018,35225,black,pennsylvania
26200,ford,f-650,2015,129063,white,texas
19500,ford,wagon,2018,49985,white,wisconsin
11700,ford,escape,2015,52340,black,illinois
34000,ford,f-150,2018,21406,black,pennsylvania
38600,ford,srw,2019,16619,white,florida
21500,ford,door,2015,41293,black,illinois
38500,ford,f-150,2018,37053,black,pennsylvania
38500,ford,f-150,2018,34532,black,pennsylvania
12000,ford,taurus,2017,13328,blue,missouri
30500,ford,f-150,2018,56836,off-white,pennsylvania
11300,ford,door,2016,48080,orange,missouri
29500,ford,f-150,2018,12271,gray,pennsylvania
16100,ford,expedition,2014,97318,white,missouri
32500,ford,f-150,2018,12717,red,pennsylvania
29000,ford,mustang,2019,12764,black,texas
30000,ford,f-150,2018,19951,red,pennsylvania
26000,ford,explorer,2019,32458,white,north carolina
26000,ford,f-150,2018,21616,gray,pennsylvania
18500,ford,escape,2019,17755,blue,north carolina
12000,ford,door,2017,73846,gray,texas
30000,ford,f-150,2018,15771,blue,pennsylvania
14700,ford,escape,2019,29168,silver,north carolina
25000,ford,door,2017,159182,red,texas
26550,ford,f-150,2018,15296,white,pennsylvania
27000,ford,explorer,2019,30476,white,north carolina
34000,ford,door,2016,131754,white,texas
27500,ford,f-150,2018,26095,gray,pennsylvania
25500,ford,f-150,2018,22107,gray,pennsylvania
13500,ford,ecosport,2019,31207,brown,north carolina
4000,ford,door,2015,112810,gray,texas
25700,ford,f-150,2018,19058,white,pennsylvania
29000,ford,door,2015,109137,white,texas
30500,ford,f-150,2018,24058,black,pennsylvania
30000,ford,f-150,2018,6967,black,pennsylvania
9000,ford,door,2014,118340,gray,texas
19000,ford,f-150,2018,36145,white,pennsylvania
25800,ford,explorer,2019,33942,silver,north carolina
26500,ford,f-150,2018,38868,gray,pennsylvania
29300,ford,explorer,2019,36190,red,north carolina
6300,ford,fiesta,2018,37177,black,pennsylvania
25400,ford,explorer,2019,39267,white,north carolina
26000,ford,f-150,2018,33350,gray,pennsylvania
7000,ford,focus,2017,57889,black,north carolina
25900,ford,f-150,2018,34081,red,pennsylvania
9700,ford,fiesta,2019,26821,gray,north carolina
27000,ford,f-150,2018,40577,black,pennsylvania
9100,ford,fiesta,2019,52355,black,north carolina
28000,ford,f-150,2018,30620,red,pennsylvania
25700,ford,flex,2019,22019,black,north carolina
27500,ford,f-150,2018,36742,black,pennsylvania
9400,ford,fiesta,2019,32473,white,north carolina
25500,ford,f-150,2018,43406,blue,pennsylvania
20500,ford,flex,2019,34696,white,north carolina
21500,ford,f-150,2018,43519,gray,pennsylvania
12800,ford,hybrid,2019,37716,gray,north carolina
23900,ford,f-150,2018,41627,white,pennsylvania
9400,ford,fiesta,2019,29986,gray,north carolina
26900,ford,f-150,2018,41496,silver,pennsylvania
25500,ford,flex,2019,20613,gray,north carolina
27000,ford,f-150,2018,33475,blue,pennsylvania
9300,ford,fiesta,2019,32305,silver,north carolina
14400,ford,fusion,2018,38148,black,pennsylvania
19000,ford,flex,2019,39976,red,north carolina
14000,ford,fusion,2018,50513,white,pennsylvania
13600,ford,fusion,2019,31408,gray,north carolina
19200,ford,transit,2018,41351,white,pennsylvania
13600,ford,fusion,2019,32038,red,north carolina
18600,ford,transit,2018,38279,white,pennsylvania
13700,ford,fusion,2019,30471,red,north carolina
18200,ford,transit,2018,41569,white,pennsylvania
13800,ford,fusion,2019,31142,silver,north carolina
22000,ford,wagon,2018,31598,black,pennsylvania
13700,ford,fusion,2019,31380,silver,north carolina
28000,ford,wagon,2018,22179,black,pennsylvania
13800,ford,fusion,2019,29266,white,north carolina
18600,ford,transit,2018,42156,white,pennsylvania
13700,ford,fusion,2019,30875,red,north carolina
13700,ford,fusion,2019,30609,silver,north carolina
13800,ford,fusion,2019,29508,silver,north carolina
17700,ford,hybrid,2019,12837,gray,north carolina
13900,ford,fusion,2019,29633,white,north carolina
13900,ford,fusion,2019,27461,no_color,north carolina
50500,ford,f-650,2018,74961,white,pennsylvania
13600,ford,fusion,2019,32154,gray,north carolina
55000,ford,srw,2018,37245,black,pennsylvania
13800,ford,fusion,2019,29345,white,north carolina
56000,ford,srw,2018,25371,black,pennsylvania
13800,ford,fusion,2019,30054,silver,north carolina
45800,ford,srw,2018,11173,white,pennsylvania
13800,ford,fusion,2019,30902,no_color,north carolina
5500,nissan,sentra,2018,31231,silver,north carolina
14400,nissan,altima,2020,10728,gray,arizona
11450,nissan,sport,2018,35374,white,florida
11000,nissan,sport,2018,36715,black,florida
11450,nissan,sport,2018,33437,red,florida
11000,nissan,sport,2018,36788,black,florida
11200,nissan,sport,2018,35491,black,florida
11400,nissan,sport,2018,33644,black,florida
11450,nissan,sport,2018,35831,gray,florida
11050,nissan,sport,2018,35050,gray,florida
11400,nissan,sport,2018,34924,gray,florida
11050,nissan,sport,2018,34962,silver,florida
10850,nissan,sport,2018,39985,gray,florida
10900,nissan,sport,2018,38816,red,florida
10450,nissan,sport,2018,41579,red,florida
10800,nissan,sport,2018,40455,gray,florida
10850,nissan,sport,2018,39996,white,florida
10800,nissan,sport,2018,41077,black,florida
10850,nissan,sport,2018,39183,gray,florida
10800,nissan,sport,2018,40478,black,florida
10900,nissan,sport,2018,38806,white,florida
10400,nissan,sport,2018,45331,blue,florida
10500,nissan,sport,2018,43531,blue,florida
10800,nissan,sport,2018,41033,silver,florida
10800,nissan,sport,2018,40332,gray,florida
11200,nissan,frontier,2019,22319,silver,arizona
11100,nissan,rogue,2019,22305,blue,arizona
12200,nissan,maxima,2019,36996,black,arizona
4000,nissan,sentra,2019,1,black,arizona
9000,nissan,versa,2019,27611,gray,arizona
14900,nissan,rogue,2019,26516,silver,arizona
4600,nissan,rogue,2019,31397,blue,arizona
6400,nissan,versa,2019,18300,red,arizona
10400,nissan,note,2019,26743,white,arizona
7800,nissan,versa,2019,15832,black,arizona
12300,nissan,sport,2019,31939,white,arizona
10900,nissan,sentra,2019,31037,gray,arizona
8500,nissan,versa,2019,22521,white,arizona
7300,nissan,versa,2019,31335,white,arizona
5900,nissan,versa,2019,28315,red,arizona
20000,nissan,armada,2017,83437,white,texas
11200,nissan,altima,2018,42250,blue,wisconsin
14400,nissan,rogue,2018,45732,black,wisconsin
16500,nissan,pathfinder,2018,49185,white,wisconsin
13400,nissan,rogue,2017,45826,silver,wisconsin
12500,nissan,door,2017,36844,white,wisconsin
6500,nissan,door,2013,104343,gray,illinois
19800,nissan,pathfinder,2018,34138,white,florida
8800,nissan,versa,2018,34761,white,florida
12800,nissan,rogue,2018,32656,blue,florida
8800,nissan,versa,2018,34837,red,florida
3500,nissan,altima,2019,30099,white,missouri
750,nissan,sentra,2018,37088,gray,missouri
10800,nissan,door,2017,41729,blue,florida
22300,nissan,titan,2017,17195,white,texas
8300,nissan,sedan,2018,43064,gray,california
8300,nissan,sedan,2018,47510,gray,california
8000,nissan,sedan,2018,52571,gray,california
15200,nissan,frontier,2018,12129,black,alabama
6700,nissan,sedan,2017,62280,white,california
7500,nissan,door,2017,74859,gray,connecticut
10500,nissan,door,2017,59508,black,connecticut
8400,nissan,juke,2017,58529,white,connecticut
7000,nissan,door,2015,24396,black,florida
25500,nissan,armada,2020,10317,black,california
4100,nissan,door,2017,37619,black,florida
13900,nissan,altima,2020,15160,black,california
1900,nissan,door,2015,91898,black,florida
14700,nissan,pathfinder,2017,31198,white,connecticut
1900,nissan,door,2013,144015,blue,ohio
18800,nissan,titan,2017,15621,white,missouri
7800,nissan,versa,2018,54815,red,california
13500,nissan,door,2016,53011,red,louisiana
8000,nissan,versa,2018,56255,silver,california
3300,nissan,door,2013,100225,gray,louisiana
7200,nissan,sentra,2017,54117,silver,connecticut
8000,nissan,door,2017,54119,gray,california
1280,nissan,door,2012,162176,black,indiana
14000,nissan,rogue,2018,37655,white,florida
3500,nissan,door,2015,101178,gray,california
600,nissan,door,2012,206142,silver,kansas
12500,nissan,sport,2018,43187,gray,california
5800,nissan,door,2013,105590,gray,texas
8000,nissan,versa,2018,53903,gray,california
2200,nissan,door,2015,73382,tan,texas
8300,nissan,versa,2018,48977,white,california
7500,nissan,door,2016,77504,blue,missouri
8000,nissan,versa,2018,50871,blue,california
3500,nissan,door,2012,107734,silver,missouri
8000,nissan,versa,2018,53098,white,california
2000,nissan,door,2012,159990,burgundy,oklahoma
7800,nissan,versa,2018,51552,red,california
8000,nissan,versa,2018,54692,white,california
18500,nissan,frontier,2019,18611,white,california
8000,nissan,versa,2018,51654,blue,california
18300,nissan,frontier,2019,24046,white,california
7500,nissan,versa,2018,65184,red,california
29800,nissan,armada,2019,37398,blue,california
21100,nissan,rogue,2020,19597,silver,south carolina
16200,nissan,rogue,2019,34122,silver,california
6998,nissan,doors,2015,43651,super black,vermont
14700,nissan,rogue,2020,15387,gray,pennsylvania
19000,nissan,cargo,2020,264,black,california
7500,nissan,door,2016,58126,black,texas
7998,nissan,doors,2015,62921,cayenne red,vermont
10999,nissan,doors,2015,43279,super black,massachusetts
2900,nissan,door,2012,117844,gray,north carolina
8495,nissan,doors,2015,45043,morningsky blue,new hampshire
19925,nissan,murano,2016,42837,gray,alabama
9500,nissan,sentra,2018,42782,black,new jersey
12750,nissan,doors,2015,24629,pearl white,massachusetts
22800,nissan,door,2015,35902,blue,alabama
11621,nissan,doors,2015,12840,glacier white,rhode island
11590,nissan,doors,2015,63933,cayenne red,new hampshire
4700,nissan,door,2012,100079,black,alabama
11390,nissan,doors,2015,37953,super black,new york
14500,nissan,rogue,2017,8677,blue,tennessee
12000,nissan,rogue,2020,11583,blue,ohio
15000,nissan,altima,2020,14320,blue,ohio
7500,nissan,door,2016,19723,black,georgia
28000,nissan,armada,2018,29554,gray,pennsylvania
17500,nissan,maxima,2018,39309,black,pennsylvania
18000,nissan,maxima,2018,34951,silver,pennsylvania
13200,nissan,sport,2018,35870,black,pennsylvania
17000,nissan,altima,2018,44423,gray,texas
6700,nissan,xterra,2012,92982,black,georgia
23300,nissan,murano,2018,36844,white,texas
26800,nissan,titan,2018,33605,white,new mexico
18200,nissan,sport,2018,28009,black,tennessee
18700,nissan,rogue,2018,41366,silver,virginia
12900,nissan,door,2016,98354,red,new jersey
16000,nissan,rogue,2018,39598,no_color,virginia
19400,nissan,rogue,2020,21009,black,minnesota
10900,nissan,sentra,2018,28880,silver,tennessee
15800,nissan,sport,2018,28626,black,virginia
19800,nissan,rogue,2020,14850,silver,minnesota
19000,nissan,rogue,2018,41096,black,virginia
18000,nissan,rogue,2020,12748,black,minnesota
19800,nissan,rogue,2020,14531,blue,minnesota
19700,nissan,rogue,2020,15931,black,minnesota
20100,nissan,rogue,2020,10875,blue,minnesota
19700,nissan,frontier,2019,31172,silver,minnesota
23400,nissan,frontier,2019,16248,white,minnesota
23300,nissan,frontier,2019,18137,black,minnesota
17500,nissan,altima,2019,25664,black,minnesota
17100,nissan,altima,2019,31026,black,minnesota
15800,nissan,altima,2019,41287,silver,minnesota
13600,nissan,altima,2019,43612,black,minnesota
14400,nissan,altima,2019,29545,black,minnesota
19800,nissan,frontier,2019,24303,silver,minnesota
17200,nissan,altima,2019,29661,gray,minnesota
20300,nissan,frontier,2019,18857,silver,minnesota
20500,nissan,frontier,2019,14470,gray,minnesota
16500,nissan,altima,2019,42364,silver,minnesota
16000,nissan,altima,2019,37108,black,minnesota
14600,nissan,altima,2019,26432,blue,minnesota
16300,nissan,rogue,2019,24174,white,minnesota
15400,nissan,sport,2019,30756,silver,minnesota
15800,nissan,rogue,2019,32473,blue,minnesota
15800,nissan,sport,2019,22947,blue,minnesota
21400,nissan,murano,2018,17127,white,georgia
15300,nissan,kicks,2019,20793,gray,minnesota
20100,nissan,pathfinder,2019,32519,black,minnesota
11300,nissan,sentra,2019,26930,gray,minnesota
10700,nissan,sentra,2019,40839,black,minnesota
16000,nissan,rogue,2018,44732,no_color,south carolina
16600,nissan,rogue,2019,19292,white,minnesota
15800,nissan,sport,2019,24155,gray,minnesota
11600,nissan,sentra,2019,33369,black,minnesota
15000,nissan,rogue,2017,28918,red,virginia
17600,nissan,rogue,2019,21623,blue,minnesota
36300,nissan,xd,2017,16224,white,virginia
15600,nissan,sport,2019,26406,silver,minnesota
14000,nissan,rogue,2017,27790,green,virginia
16600,nissan,rogue,2019,19182,black,minnesota
12600,nissan,sentra,2017,11837,gray,tennessee
20900,nissan,pathfinder,2019,21774,black,minnesota
12700,nissan,door,2017,17738,black,tennessee
15600,nissan,sport,2019,27206,white,minnesota
18900,nissan,rogue,2019,20508,silver,minnesota
15700,nissan,sport,2019,24987,blue,minnesota
21900,nissan,pathfinder,2019,21273,gray,minnesota
21700,nissan,pathfinder,2019,23863,black,minnesota
14600,nissan,rogue,2016,31566,gray,virginia
12000,nissan,sentra,2019,25261,gray,minnesota
21000,nissan,pathfinder,2019,20628,silver,minnesota
12500,nissan,door,2017,48765,blue,pennsylvania
15900,nissan,rogue,2019,30645,silver,minnesota
11800,nissan,door,2017,60158,red,pennsylvania
9900,nissan,versa,2019,39985,blue,minnesota
10600,nissan,sentra,2018,39208,black,minnesota
10100,nissan,sentra,2018,45080,black,minnesota
13300,nissan,sport,2018,39247,gray,minnesota
10100,nissan,sentra,2018,46382,white,minnesota
10300,nissan,sentra,2018,39893,black,minnesota
10300,nissan,sentra,2018,41203,gray,minnesota
10300,nissan,sentra,2018,40648,blue,minnesota
24000,nissan,murano,2018,31551,gray,minnesota
10400,nissan,sentra,2018,38761,gray,minnesota
10200,nissan,sentra,2018,42838,gray,minnesota
9500,nissan,versa,2018,41557,blue,minnesota
10500,nissan,sentra,2018,41136,black,minnesota
10500,nissan,sentra,2018,41141,silver,minnesota
3500,nissan,door,2016,115716,blue,pennsylvania
9300,nissan,versa,2018,52260,black,minnesota
14100,nissan,rogue,2016,22041,silver,pennsylvania
2425,nissan,door,2012,161836,black,tennessee
925,nissan,door,2012,83720,silver,tennessee
11000,nissan,rogue,2016,37605,black,pennsylvania
11000,nissan,rogue,2016,63738,green,pennsylvania
2100,nissan,door,2013,155704,silver,tennessee
800,nissan,door,2012,234792,black,florida
20400,nissan,pathfinder,2018,24143,silver,south carolina
375,nissan,door,2017,1,red,north carolina
3000,nissan,door,2015,132655,beige,pennsylvania
15100,nissan,rogue,2017,28079,gray,south carolina
4000,nissan,door,2015,74906,silver,north carolina
19500,nissan,door,2017,53155,gray,south carolina
22600,nissan,titan,2017,94258,gray,south carolina
6500,nissan,door,2014,65620,white,pennsylvania
11800,nissan,door,2012,92878,gray,pennsylvania
20500,nissan,pathfinder,2017,25918,white,missouri
14200,nissan,rogue,2018,37830,black,ohio
22000,nissan,frontier,2018,13875,white,ohio
16200,nissan,frontier,2018,6024,silver,ohio
4800,nissan,door,2016,76789,gray,texas
16000,nissan,sport,2018,30409,black,ohio
14300,nissan,sport,2018,44864,gray,ohio
16800,nissan,pathfinder,2019,42397,silver,florida
11900,nissan,sentra,2018,16778,gray,ohio
3000,nissan,door,2015,99767,gray,south carolina
15000,nissan,rogue,2019,34692,gray,florida
15200,nissan,rogue,2019,30721,gray,florida
18000,nissan,door,2017,53376,black,ohio
22700,nissan,nvp,2016,21282,white,ohio
3800,nissan,door,2015,81699,blue,texas
5475,nissan,door,2018,33048,black,connecticut
11400,nissan,sentra,2018,10372,blue,illinois
28100,nissan,pathfinder,2018,8889,silver,illinois
3500,nissan,sentra,2017,127780,gray,illinois
15200,nissan,murano,2016,59640,orange,illinois
1950,nissan,door,2015,83975,blue,california
13400,nissan,rogue,2016,46178,black,illinois
12500,nissan,altima,2018,34460,gray,florida
16500,nissan,pathfinder,2018,30594,black,florida
16500,nissan,pathfinder,2018,39817,silver,florida
16500,nissan,pathfinder,2018,40419,black,florida
